03/11/21  17:23:09  1:+23.640C  
03/11/21  17:23:19  1:+23.614C  
03/11/21  17:23:29  1:+23.619C  
03/11/21  17:23:39  1:+23.572C  
03/11/21  17:23:49  1:+23.535C  
03/11/21  17:23:59  1:+23.562C  
03/11/21  17:24:09  1:+23.567C  
03/11/21  17:24:19  1:+23.580C  
03/11/21  17:24:29  1:+23.622C  
03/11/21  17:24:39  1:+23.618C  
03/11/21  17:24:49  1:+23.491C  
03/11/21  17:24:59  1:+23.447C  
03/11/21  17:25:09  1:+23.439C  
03/11/21  17:25:19  1:+23.485C  
03/11/21  17:25:29  1:+23.491C  
03/11/21  17:25:39  1:+23.458C  
03/11/21  17:25:49  1:+23.490C  
03/11/21  17:25:59  1:+23.473C  
03/11/21  17:26:09  1:+23.485C  
03/11/21  17:26:19  1:+23.491C  
03/11/21  17:26:29  1:+23.529C  
03/11/21  17:26:39  1:+23.549C  
03/11/21  17:26:49  1:+23.570C  
03/11/21  17:26:59  1:+23.575C  
03/11/21  17:27:09  1:+23.584C  
03/11/21  17:27:19  1:+23.549C  
03/11/21  17:27:29  1:+23.540C  
03/11/21  17:27:39  1:+23.521C  
03/11/21  17:27:49  1:+23.556C  
03/11/21  17:27:59  1:+23.606C  
03/11/21  17:28:09  1:+23.625C  
03/11/21  17:28:19  1:+23.576C  
03/11/21  17:28:29  1:+23.563C  
03/11/21  17:28:39  1:+23.570C  
03/11/21  17:28:49  1:+23.569C  
03/11/21  17:28:59  1:+23.563C  
03/11/21  17:29:09  1:+23.518C  
03/11/21  17:29:19  1:+23.496C  
03/11/21  17:29:29  1:+23.505C  
03/11/21  17:29:39  1:+23.518C  
03/11/21  17:29:49  1:+23.502C  
03/11/21  17:29:59  1:+23.528C  
03/11/21  17:30:09  1:+23.482C  
03/11/21  17:30:19  1:+23.476C  
03/11/21  17:30:29  1:+23.508C  
03/11/21  17:30:39  1:+23.502C  
03/11/21  17:30:49  1:+23.487C  
03/11/21  17:30:59  1:+23.506C  
03/11/21  17:31:09  1:+23.516C  
03/11/21  17:31:19  1:+23.485C  
03/11/21  17:31:29  1:+23.475C  
03/11/21  17:31:39  1:+23.474C  
03/11/21  17:31:49  1:+23.506C  
03/11/21  17:31:59  1:+23.553C  
03/11/21  17:32:09  1:+23.541C  
03/11/21  17:32:19  1:+23.471C    
03/11/21  17:32:29  1:+23.451C  
03/11/21  17:32:39  1:+23.506C
